,combined_text
1886,connectors bus connector conductor outlets awg to stranded copper rated for volts insulated direct burialsubmersible single set hex head screw per conductor shall include silicon grease shall be prefilled with inhibitor all outlets shall be water tight with resealable size ranging rocket sleeves shall be edpm rubber encased all outlet ports shall be on same side dimensions shall not exceed inches l x inches w x inches h connector conductor
1887,hooks safety hoist hook thrust bearing lift station shawbox lower hook nut
1888,application software microcomputer gov acro pro brad frisherclp gov acro pro
1889,filters air conditioningfurnace disposable type ea hvac filters shipping hvac filter replacements
1890,disinfecting systems water parts accessories oring strainer parts
1891,nitromist nitroglycerin lingual aerosol spray nitromist pumpspray gm bottle akrimax pharmaceuticals ndc medical supplies emergency patient care for stock
1892,laboratory gases argon carbon dioxide helium h lab gases for various locationslabs qty large oxygen laboratory gases argon helium oxygen and acetylene
1893,trucks pickup ton fire buyboard silsbee ford public safety
1894,lugs compression type and soldering type lug compression for mcm copper cabletwo holes in tongue spaced apart maximum width of tongue shall be able to mount sidebyside on a nema pad on qualified products list generated by reorder am
1895,ethanol sun coast contract
1896,impact tools air powered not road building graingeroverlaythermometers
1897,gas detectionmonitoring equipment firemen discount from published catalog price ammonia gas detectionmonitoring equipment
1898,meter boxes meter vaults and valve boxes see rfq no meter vault lid whatch for jobsite woodward had to got out for bid times meter vault lid whatch for jobsite woodward
1899,twoway radio supplies parts and accessories pad shock lcd rz communications see attached
1900,bend ci mech jt deg in rc ln qty del pf bo del date material needed at webberville warehouse
1901,lubricant rust preventative oz aerosal can rc ln qty del pf bo del date material needed awwbsc
1902,shears lopping rc ln qty del pf bo del date material needed at wbsc
1903,bar chain oil size gallon rc lnqty delpfbodel date material needed at wbsc
1904,janitorial supplies general line bsd dec order of mopheads
1905,decals vehicle each ground transportation parking permit decals expiring june wstarting number in silver color each ground transportation parking permit decals expiring june wstarting number in tan color estimated freight grounds transportation parking permits decals for abia
1906,fingerprinting equipment accessories and supplie packs versa cones pn versa cones
1907,video projectors accessories and parts marshalllaptop
1908,insulators and parts pole line insulator guy or fiberglass rod munsel gray in color lb ultimate strength clevisthimbleeyehotdipped galvanized end fittings ft on qualified products list critical materials supply arrangement cmsa
1909,hardware accessories mounts patches plates sea cdw chief medium fusion wall mount contract njpa technology quote monitor accessories
1910,uninterruptible power supply computer tag emerson network powerliebert services emerson ne
1911,lawn maintenance equipment accessories and parts parts for outdoor power equipment shop pms
1912,books field engineering per enrollment order no dated nlc purchase fy
1913,conduit steel flexible ul approved standard ties preformed for single pin constuction for use on class insulator on qualified products list critical materials supply arrangement
1914,shoes safety toe mike bewley deborah graham michael williams boot purchases safety shoes
1915,pipe pvc clear pvc tube
1916,brush paint in rc ln qty del pf bo del date material needed at awgbsc
1917,asphaltic concrete hot mix in accordance with it apac texas hot mix various sections
1918,hose suction hoses fittings
1919,mucosal atomization device wolf troy nasal withou mucosal atomization device with luer lock connector wolfe tory medical item number medical supplies
1920,asphaltic concrete hot mix in accordance with it apacvarioius sectionshot mix all types
1921,impact tools air powered not road building items for command trailer
1922,manhole cone reinforced concrete oringconcentric rc ln qty del pf bo del date material needed at awwbsc
1923,computer accessories and supplies fisherdesktop and supplies monitor stand fisherdesktop and supplies
1924,lamps construction equipment and miniature light indicating red led led type indicating light w red lens panel aux parts for warren and austrop
1925,wire and cable electronic audio coaxial hooku dvid dual link cable digital video cable male to male mfg part unspsc cable and electrical parts
1926,impact tools air powered not road building home depotjohn fordweed eater line
1927,street light poles and standards foundation streetlight hot dipped galvanized steel diameter x degree cable ways center from top length shaft base to have holes drilled and tapped on centers with hex head bolts and lockwashers attached to top plate bolt threads shall be coated with silicon lubricant in accordance with attached drawing a vnotch shall be provided in top plate for wireway entrance orientation on qualified products list el top plate shall have diameter minimum center hole for new illumination standards per peter soosay replaces pn generated by reorder am
